username,tweet_id,date,text,tweet_length,topic,topic_labels,sentiment
williamsruto,1486630448289697792,2022-01-27 09:21:33+00:00,"K noo, Kikuyu Constituency, Kiambu County. ",43,5,,neutral
williamsruto,1415663107553198081,2021-07-15 13:22:41+00:00,We are encouraged by the new political conversation going on among political leaders. Our conviction is that we mus ,116,16,politics,positive
railaodinga,1439145261666799617,2021-09-18 08:32:23+00:00,RT Preparing for the day AzimioLaUmojaPwani ,44,9,family,neutral
williamsruto,1480152564196954119,2022-01-09 12:20:45+00:00,"Also opened an administration block at St. Angela Merici Isibania Girls Secondary School in Kuria West, Migori Coun ",116,14,space,neutral
williamsruto,1494337026082029568,2022-02-17 15:44:45+00:00,"Thank you Kianjaga, Kirinyaga County. We don t take your support for granted. We will deliver. ",95,16,,positive
railaodinga,1079063443192324101,2018-12-29 17:15:47+00:00,"Mama and I had the pleasure of meeting with the President of Namibia , we discussed issues p ",93,12,family,positive
williamsruto,1544713814586920960,2022-07-06 16:04:07+00:00,Kenya Kwanza will prioritise security and the opening up of marginal areas as a long term plan to maintaining peace ,116,14,insecurity,neutral
railaodinga,1027130349208383488,2018-08-08 09:52:13+00:00,I wish to pass heartfelt condolences to Ambassador Martin Kimani our Joint Secretary in the Building Bridges Initit ,116,12,,neutral
railaodinga,1002501374133882881,2018-06-01 10:45:27+00:00,We decided to reconcile and unite so as to hasten our progress and realize the dream our fathers fought for 55 year ,116,19,family,positive
williamsruto,1448970017178066952,2021-10-15 11:12:27+00:00,The Hustler Nation is deliberately dedicated to supporting small businesses to grow by providing the requisite capi ,116,1,,positive
williamsruto,1395705421579669508,2021-05-21 11:37:58+00:00,The swearing in of Justice Martha Koome is a bright dawn delivering overdue justice and vindicates our collective a ,116,8,fruits,positive
railaodinga,1533885452566024193,2022-06-06 18:56:04+00:00,Thank you my brother . Kweli pamoja inawezekana InawezekanaAgenda RailasGrandMarch ,83,1,family,positive
railaodinga,1463867298205294597,2021-11-25 13:48:55+00:00,"Had a wonderful time at the Wiper Party National Delegates Conference at Kasarani, Nairobi County. Good seeing yo ",114,14,politics,positive
railaodinga,1116312795518205952,2019-04-11 12:11:25+00:00,Addressed the Africa Integrated High Speed Railway Project s first validation workshop that was hosted by ,106,4,,neutral
railaodinga,1502670768974573568,2022-03-12 15:40:04+00:00,"Say no more, let s deliver this, together. Asante. ",51,7,family,neutral
williamsruto,1506295126934573061,2022-03-22 15:41:58+00:00,"Also with us were Korei Ole Lemein Narok South , Ken Aramat Narok East , Wilson Sossion Nominated , Gabriel Tong ",113,13,family,neutral
railaodinga,1384359364140601345,2021-04-20 04:12:47+00:00,This scourge must come to an end. The abnormality of these murders cannot become the normal No If you cannot rec ,113,13,violence,neutral
williamsruto,1537447557382676480,2022-06-16 14:50:36+00:00,These leaders have nothing to offer our country and must be rejected at the ballot on August 9. ,96,16,politics,neutral
williamsruto,1519255865047584768,2022-04-27 10:03:19+00:00,Hosted the leaders in the company of Senator and Deputy Governor Wesley Rotich. ,80,5,,neutral
williamsruto,1527681096204402688,2022-05-20 16:02:10+00:00,"Our economic conversation is with the people. This is inclusivity, this is the beginning of genuine economic change ",116,17,,positive
railaodinga,1495436236173062146,2022-02-20 16:32:37+00:00,Mombasa yote iko ndani ya Azimio. Asanteni tutarudi tena. OneLove Inawezekana ,78,11,love,neutral
railaodinga,1351487202220527616,2021-01-19 11:10:33+00:00,"Tupike, Tuilinde, Tugawe kwa Haki. Our mission in BBI is to bake a bigger cake, protect it from thieves and share ",114,17,,positive
williamsruto,1542830630983147520,2022-07-01 11:21:01+00:00,Hosted community elders from Kiambu County led by Kiama K a Ma Captain Rtd Kung'u Muigai. ,90,12,,neutral
railaodinga,867045337537662976,2017-05-23 15:51:32+00:00,Kuna shida kule baringo kama wanainchi hawawezi ishi kwa maboma zao na inabidi watoroke kwa kuhofia maisha zao hasa ,116,11,,neutral
williamsruto,1415250817523884034,2021-07-14 10:04:23+00:00,"Met with the Board of Trustees of Al Mustaqbaal Chairman Islamic University Garissa led by local MP , ",102,5,education,neutral
railaodinga,1347059818268418048,2021-01-07 05:57:42+00:00,"RT To our Party Leader , we are proud to be a part of your special day. May you be blessed with many more. You ar ",114,17,,positive
williamsruto,1530172072403472384,2022-05-27 13:00:25+00:00,"Governors Kilifi , Kwale , Machakos , MPs Malindi , Owe ",56,3,politics,neutral
williamsruto,1496472822381752323,2022-02-23 13:11:38+00:00," Kikuyu , former Kilome MP Reginah Ndambuki, UDA Chairman a host of MCA's and aspira ",85,5,politics,neutral
williamsruto,1546086800258629633,2022-07-10 10:59:52+00:00,"Addressed a public rally at Kaikor Shopping Centre in Turkana North, Turkana County, after a church service. ",109,2,,neutral
railaodinga,1485550378708000771,2022-01-24 09:49:45+00:00,RT Leaders and opinion shapers from Murang'a are airing their views and we are listening as we jointly chart a way forward for t ,129,14,,neutral
williamsruto,1419307490618003457,2021-07-25 14:44:09+00:00,Small enterprises are formidable contributors of jobs and wealth. In ensuring that we place them in a position to f ,116,17,,positive
williamsruto,1491751836881145861,2022-02-10 12:32:07+00:00,"In North Mugirango, West Mugirango and Kitutu Masaba, Nyamira County, with party leaders Musalia Mudavadi and Moses ",116,2,politics,neutral
railaodinga,1363770421150167042,2021-02-22 08:39:40+00:00,I will leave this here ,23,16,,neutral
railaodinga,1537829997133668354,2022-06-17 16:10:17+00:00,"We will enhance access to affordable credit for young people and women. In Murang'a we will give over 100,000 Wom ",114,6,,positive
williamsruto,1480598785151668225,2022-01-10 17:53:53+00:00,We should all strive to build one united and peaceful Kenya. ,61,17,,positive
williamsruto,1541791710610587650,2022-06-28 14:32:43+00:00,"Irrigation will be at the centre of our plans to rebuild farming in semi arid areas such as Kacheliba, Kapenguria a ",116,1,,neutral
williamsruto,1508786405073432579,2022-03-29 12:41:25+00:00,"Water is the main ingredient in our push to drive our agriculture, and economy from the Bottom. ",96,17,,neutral
railaodinga,1521920065590935552,2022-05-04 18:29:54+00:00,Looking forward to tomorrow. May the 5th Be with you. BabaThe5th ,65,15,,positive
railaodinga,893679318710321152,2017-08-05 03:45:27+00:00,"Dear Kenyans, we are so very close to the big Day, let's keep marching on NaneNane ",83,18,,positive
williamsruto,1505155958292586498,2022-03-19 12:15:19+00:00,"At Dundori, Githioro and Oasis Markets in Bahati Constituency, engaged wananchi and traders on our Bottom Up Econom ",116,8,,neutral
williamsruto,1468975364546482178,2021-12-09 16:06:33+00:00,The people of Wote say this economic moment must be about growth for all and especially traders and small businesse ,116,1,,neutral
railaodinga,967022337764687872,2018-02-23 13:04:26+00:00,ODM National Governance Council Meeting Resist NRMKe ,53,12,,neutral
railaodinga,1234815313298018306,2020-03-03 12:18:07+00:00,"I joined the family of the Late Nginyo Kariuki as they bade him a final farewell in Tigoni, Kiambu County. May the ",115,15,family,neutral
williamsruto,1484588368600121355,2022-01-21 18:07:04+00:00,"At Chepareria and Kamula in West Pokot County, shared our plans to empower millions of ordinary Kenyans with the re ",116,1,,neutral
williamsruto,1463557812974456841,2021-11-24 17:19:08+00:00,"The Church does not just provide moral leadership, it is also a major player in Kenya's development courtesy of inv ",116,18,,positive
railaodinga,1524756793678835712,2022-05-12 14:22:02+00:00,"RT You have done well and as a life member, I now urge us to get out even more and help in achieving the country's dream, Mama ",127,15,family,positive
railaodinga,1377569440246681601,2021-04-01 10:32:03+00:00,I'm impressed by the progress of works being carried out at the Green Park bus terminus that I saw during an inspec ,116,1,,positive
williamsruto,1438058016117567490,2021-09-15 08:32:03+00:00,May God grant the family strength during this difficult time.,61,19,family,positive
williamsruto,1409052287884947460,2021-06-27 07:33:39+00:00, ,1,0,,neutral
williamsruto,1442868432765030400,2021-09-28 15:06:56+00:00,"Hosted a group of MCAs from Machakos County in the company of MPs Vincent Musyoka, Victor Munyaka and former MP Cha ",116,12,politics,neutral
railaodinga,1051061058536914946,2018-10-13 10:44:18+00:00,Congratulations to all the graduates and we wish them the very best in all their future undertakings. May they insp ,116,10,family,positive
railaodinga,1538148151277895684,2022-06-18 13:14:31+00:00,Antu ba Meru muugeni Asante Nawapenda ,38,2,family,neutral
williamsruto,1544352273807155201,2022-07-05 16:07:29+00:00,We will provide the resources necessary to ensure areas prone to banditry are safe enough for economic activity to ,115,1,insecurity,neutral
railaodinga,1390953999667548166,2021-05-08 08:57:30+00:00,"In Alex Ole Magelo, the Maa have lost a strong and fearless leader who stood up for them without apologies. I have ",115,16,,neutral
williamsruto,1422878615591653376,2021-08-04 11:14:32+00:00,"And without faith it is impossible to please God, because anyone who comes to Him must believe that He exists and t ",116,16,,neutral
railaodinga,1491805885944848392,2022-02-10 16:06:54+00:00,Vihiga County Thank you for welcoming my team well. I followed the events closely. OneLove Inawezekana ,103,11,love,positive
williamsruto,1396008056840916992,2021-05-22 07:40:31+00:00,We celebrate the life of a star and one of the world s greatest sportsmen in history. Benjamin Ayimba was a gifted ,115,19,sports,positive
williamsruto,1503027385112961034,2022-03-13 15:17:08+00:00,"We appreciate, Thika, Kiambu County. ",37,12,,positive
railaodinga,1060833431976861696,2018-11-09 09:56:14+00:00,"Presided over the launch of the Green Zone in Thindigua Kiambu County, a project being developed by Habitat Housing ",116,5,,neutral
williamsruto,1456598627758059520,2021-11-05 12:25:49+00:00,"Joined MPs John Waluke Sirisia , Dan Wanyama Webuye West , Fred Kapondi Mt Elgon , Mumias East ",95,5,politics,neutral
railaodinga,902443028429672450,2017-08-29 08:09:19+00:00,Day 2 of the Poll Petition hearing at the Supreme Court QuestForJustice ,72,1,,neutral
railaodinga,1422895539935457280,2021-08-04 12:21:47+00:00,"Yes. What a tactical run and strong finish, congratulations Emmanuel Korir on winning the 800m Olympic Gold Medal a ",116,6,sports,positive
williamsruto,1478763512029667331,2022-01-05 16:21:10+00:00,"The people of Bulanda in Matayos, Murumba in Butula, Bukiri in Funyula and Budalangi Busia County yearn for this. ",114,8,,neutral
railaodinga,945333052531789824,2017-12-25 16:38:57+00:00,As part of our Christmas celebrations my granddaughters and I attended a church service in Nyamira. ,100,9,family,positive
railaodinga,1345655992609099776,2021-01-03 08:59:24+00:00,Let s use this crisis to revamp Professional School Supervision Teacher Support Services that have been ignored a ,114,1,education,neutral
railaodinga,1456959817105477632,2021-11-06 12:21:04+00:00,One Love Mawingu. Nyandarua County. Inawezekana RailaInNyandarua ,65,3,love,positive
railaodinga,861480141708460033,2017-05-08 07:17:25+00:00,In Uganda Bishop Kivengere Archbishop Luwum stood up against Idi Amin. In Malawi 8 Catholic bishops faced the death for the Pastoral letter,139,0,,neutral
railaodinga,1522631163571060736,2022-05-06 17:35:33+00:00,RT The rally is lit AzimioDigitalRally BanjukaNaBaba ,53,10,,positive
railaodinga,1267707585123291138,2020-06-02 06:40:15+00:00, GeorgeFloyd JusticeForGeorgeFloyd ,35,0,family,neutral
williamsruto,1418511813344473089,2021-07-23 10:02:25+00:00,"We encourage our legislators to enact laws that are just, fair and promote equality among all Kenyans. It is their ",115,16,,positive
williamsruto,1541083569845673984,2022-06-26 15:38:49+00:00,"In Kenya Kwanza, we are persuaded beyond doubt that revival of businesses and agriculture is of more concern than c ",116,1,,neutral
williamsruto,1533024025101967362,2022-06-04 09:53:04+00:00,"Presentation of Papers to , Bomas of Kenya, Nairobi County. ",60,12,,neutral
railaodinga,1532053724213952512,2022-06-01 17:37:26+00:00,What a DAY ,11,9,,positive
railaodinga,877164877428793347,2017-06-20 14:02:58+00:00,The attempt to involve the military in 2017 Elections is being managed by Rtd General Julius Karangi and the plan d ,116,12,politics,neutral
williamsruto,1455160633033433090,2021-11-01 13:11:45+00:00,"The empowerment programmes we are initiating targeting Mama Mboga, bodaboda operators and other traders is a sign o ",116,8,,neutral
williamsruto,1527629256850808834,2022-05-20 12:36:11+00:00,It is for this reason that the Kenya Kwanza regime under its Bottom Up Economic Model will be investing in sustaina ,116,17,,neutral
williamsruto,1416804628306477058,2021-07-18 16:58:41+00:00,This is the time to direct our energies and resources to millions of vulnerable Kenyans and their ordinary hustles. ,116,0,,neutral
williamsruto,1482044470384377863,2022-01-14 17:38:31+00:00,We will provide funds at affordable interest rates for SMEs that support millions of livelihoods. 14 Million Kenyan ,116,1,,positive
williamsruto,1444218206848176131,2021-10-02 08:30:27+00:00,"In Kenol, Murang a County, joined residents and MPs , , and for ",64,12,,neutral
williamsruto,1492900797612531718,2022-02-13 16:37:41+00:00,"With party leaders Hon ANC , Ford Kenya and a host of MPs, MCAs and aspirants. ",79,3,politics,neutral
williamsruto,1451455405855363074,2021-10-22 07:48:30+00:00, ,1,0,,neutral
railaodinga,1500118645053272070,2022-03-05 14:38:50+00:00,RT Mlolongo wameamua ni Azimio. OneLove Inawezekana na BabaThe5th Rt Hon . AzimioMtaaniMachakos ,96,11,love,neutral
williamsruto,1533854716291166208,2022-06-06 16:53:56+00:00,Garissa and Wajir hold significant economic potential whose exploitation begins with making sure there is enough pa ,116,2,,positive
williamsruto,1544698276712177664,2022-07-06 15:02:22+00:00,"Marsabit town, Marsabit County. ",32,11,,neutral
williamsruto,1485966386358849536,2022-01-25 13:22:49+00:00,We pray for God s comfort and strength for his sister and our friend Sandra Njoki and the entire family. Poleni sana.,117,10,family,positive
williamsruto,1444290485820923906,2021-10-02 13:17:40+00:00, ,1,0,,neutral
railaodinga,1156162974782017536,2019-07-30 11:21:48+00:00,Hosted a delegation of leaders from Garissa led by and had a discussion with them on the state of dev ,102,12,,neutral
railaodinga,991311896946102274,2018-05-01 13:42:28+00:00, and have the most passionate fans in this part of the world. I was thrilled to attend th ,90,7,,positive
williamsruto,1481955294154567682,2022-01-14 11:44:10+00:00,"It is about ordinary Kenyans, Kahawa West, Nairobi County. ",59,2,,neutral
williamsruto,1533796243956195328,2022-06-06 13:01:35+00:00,Tourism and Pastoralism will remain the major pillars of the Narok economy but we must reimagine these activities t ,116,14,,neutral
williamsruto,1460594912139919360,2021-11-16 13:05:38+00:00,"The Big Four development agenda that we initiated will be actualised under our Bottom Up Economic Model, ensuring t ",116,17,,neutral
railaodinga,1502512370249261057,2022-03-12 05:10:39+00:00,Tukutane Jacaranda Grounds. Azimio4OneNation,44,18,,neutral
williamsruto,1461682808448073728,2021-11-19 13:08:32+00:00,"We were accompanied by John Muchiri Manyatta , Geoffrey King'ang'i Mbeere South , Muriuki Njagagua Mbeere North ",112,3,family,neutral
williamsruto,1429872872760266758,2021-08-23 18:27:13+00:00,"This convergence of people centered, issues based conversation will create bigger opportunities for every Kenyan to ",116,17,,positive
williamsruto,1530123450773389313,2022-05-27 09:47:13+00:00,How good and pleasant it is when brothers live together in unity Psalm 133 1. Blessed to have fellowshipped with ,113,0,,positive
railaodinga,1489165421563547648,2022-02-03 09:14:38+00:00,Those who have never voted should utilize the remaining days to go and register as voters. ChukuraKura ,103,6,,neutral
williamsruto,1509205449664606220,2022-03-30 16:26:33+00:00,"Residents of Kaviani in Kathiani and Kikambuani in Kangundo, Machakos County agree that it is economy first. ",109,14,,neutral
railaodinga,873539179153563648,2017-06-10 13:55:44+00:00,Live with my fellow principals addressing residents of Wote UkambaniNiNasa ,75,7,,neutral
williamsruto,1507647210854535176,2022-03-26 09:14:40+00:00,"Present were Ahmed Mukhtar Governor , MP Mohamed Kolosh and former Senator Abdirahman Ali Hassan. ",98,5,,neutral
williamsruto,1429874749627408386,2021-08-23 18:34:40+00:00,"Ended a two day economic forum with professionals, civil society groups, grassroot and political leaders from Kakam ",116,18,,neutral
railaodinga,922489730184253441,2017-10-23 15:47:45+00:00,There must be reforms at the IEBC to enable this nation to move forward. There shall be no election on Thursday. ,113,16,,neutral
williamsruto,1499030748778672132,2022-03-02 14:35:55+00:00,We associate with this milestone and commit to channel more funds to the grassroots to further drive our country s ,115,7,,positive
williamsruto,1533397614758178816,2022-06-05 10:37:35+00:00,Later greeted the residents. ,29,2,,neutral
railaodinga,848173065682944002,2017-04-01 13:59:51+00:00,Wajir Airport will be transformed into an international transport hub secure well organized because we believe ,111,18,,positive
railaodinga,1448659122275041294,2021-10-14 14:37:04+00:00,Asante the cradle of mankind OneLove Inawezekana. ,50,11,love,neutral
williamsruto,1455846253695221767,2021-11-03 10:36:09+00:00,"Interdenominational prayer service and thanksgiving ceremony for Juja MP George Koimburi, Kiambu County. ",105,2,,neutral
williamsruto,1410608810335428622,2021-07-01 14:38:42+00:00,Let us uplift those who have little or do not have. ,52,1,,neutral
williamsruto,1471729650187526147,2021-12-17 06:31:06+00:00,Hon. Daniel Kimuyu for coming second in Mahoo. The Hustler Nation is strong. The Bottom Up Economic Model is gainin ,116,17,,positive
williamsruto,1405155757608390662,2021-06-16 13:30:13+00:00, Thank you very much Martha,27,8,family,positive
railaodinga,870953095639035904,2017-06-03 10:39:34+00:00,I am honoured to be attending the NasaPresidentialLaunch with fellow Principals ,80,7,space,positive
railaodinga,1501230439175913472,2022-03-08 16:16:42+00:00,Wajir Tunakuja. Inawezekana ,28,2,family,neutral
williamsruto,1460241285378420744,2021-11-15 13:40:27+00:00,We cannot move forward as a country if more than 14 million Kenyans blacklisted in the Credit Reference Bureau ,111,10,insecurity,neutral
williamsruto,1436293908821123075,2021-09-10 11:42:07+00:00,The Bottom Up Economic Model we are advancing is an appreciation of the fact that we must fix the basics that will ,115,8,,neutral
williamsruto,1471503047524175889,2021-12-16 15:30:40+00:00,Always great to meet ordinary Kenyans who are keen to help us reach this huge milestone. We are so indebted to trad ,116,7,,positive
railaodinga,1264854181795561472,2020-05-25 09:41:51+00:00,God's grace and our determination will carry us through.,56,14,,positive
williamsruto,1538798092224446464,2022-06-20 08:17:09+00:00,"Mr Kitendawili, so much for being clueless,rudderless,and planless about the challenges of our nation and the solut ",116,17,insecurity,neutral
williamsruto,1438058011713540099,2021-09-15 08:32:02+00:00,"My heartfelt condolences to the family, friends and the people of Molo following the passing on of Mr Kibira Muchai ",116,12,family,neutral
williamsruto,1507667303693000709,2022-03-26 10:34:30+00:00,"Shabaan Hassan Hillow Ashabito, aspiring MP Banisa . The Hustler Nation is growing stronger. ",93,17,politics,positive
williamsruto,1435966613350662145,2021-09-09 14:01:34+00:00,Thanks the Hustler movement for CHANGING the conversation from the LEADERS CENTRED constitution position creation ,114,13,,positive
railaodinga,1016709668603858950,2018-07-10 15:44:09+00:00,Greeting the people of Kitui after launching Kitui Villa which is an investment in the counties by a Kenyan based i ,116,9,,positive
railaodinga,1394862860405194753,2021-05-19 03:49:55+00:00,An election process is an opportunity for the voters to express their will at the ballot and not an avenue to pursu ,116,16,politics,neutral
williamsruto,1438562659184615426,2021-09-16 17:57:19+00:00,We have built a strong foundation for our country's economic and social development. We should not allow political ,115,17,,positive
railaodinga,848597748509278209,2017-04-02 18:07:24+00:00, Adopt a polling station do not allow your voice to be silenced through electoral theft again. We must all be vi ,113,6,politics,neutral
williamsruto,1493923836496171008,2022-02-16 12:22:53+00:00,"Charles Jaguar Starehe , George Kari ki Ndia and James G thua Wamacukuru Kabete . ",82,19,family,neutral
williamsruto,1439986530773254152,2021-09-20 16:15:17+00:00,"During a two day South Eastern Bloc Economic Forum at the Oltukai Lodge in Amboseli, Kajiado County, that brought t ",116,3,,neutral
railaodinga,833367757358034945,2017-02-19 17:28:51+00:00,"Wound up my 3 day tour of Turkana county with a rally in Lodwar Town, the cradle of mankind. ",93,17,,neutral
williamsruto,1468920268743745537,2021-12-09 12:27:37+00:00,The Hustler Nation will create a special fund to build markets and empower traders across the country. ,103,17,,positive
williamsruto,1446443833525424128,2021-10-08 11:54:18+00:00,"At Ilpolosat Farm, Kaputie North, Kajiado East Constituency, Kajiado County hosted by Hon Peris Tobiko. ",104,3,,neutral
williamsruto,1529063572583731200,2022-05-24 11:35:38+00:00,"Kenya Kwanza will add value to bananas and other crops cultivated in Taita Taveta so that farmers, like Beatrice Ki ",116,6,fruits,neutral
williamsruto,1452232164892889092,2021-10-24 11:15:03+00:00, ,1,0,,neutral
williamsruto,1458478890133987334,2021-11-10 16:57:19+00:00,"Led the empowerment of smallscale traders in Kabondo and later engaged wananchi at Kendu Bay, Adiedo, Kadel Olare a ",116,8,,neutral
williamsruto,1482678126253682690,2022-01-16 11:36:26+00:00,"Pipeline, Nairobi County. ",26,12,,neutral
railaodinga,843816899049902081,2017-03-20 13:30:00+00:00,"In South Africa visiting Rosemary. We thank God for her terrific recovery, thanks to your prayers Rozzy is well an ",115,5,family,positive
railaodinga,868739610859405312,2017-05-28 08:03:58+00:00,Live KICC ,10,15,,neutral
williamsruto,1499399519905058822,2022-03-03 15:01:17+00:00,"In order to enhance the country's food security and boost earnings for farmers, the Kenya Kwanza administration wil ",116,1,,neutral
williamsruto,1541768994318942208,2022-06-28 13:02:27+00:00,"The residents of Turkana County sharing their views on the economy they want with our leaders , ",96,14,,neutral
railaodinga,1457005991048925187,2021-11-06 15:24:32+00:00,"N thengio m no and a Nyandarua. N ndakena m no n inyu , n t g coka r ng . Ngai am rathime. OneLove ",99,18,love,neutral
williamsruto,1538907163657179144,2022-06-20 15:30:33+00:00," Mumias East , nominated , former LSK President , , Simo ",57,5,,neutral
williamsruto,1513538244234944514,2022-04-11 15:23:32+00:00,We salute Patrick Ngere for his courage to stay his aspirations and back Alex Wambua Mwangangi for the Mwingi West ,115,13,,positive
railaodinga,1499763954817585154,2022-03-04 15:09:25+00:00,RT Kesho tunaelekea Machakos county. AzimioLaUmoja ,51,11,,neutral
railaodinga,1483803014729195527,2022-01-19 14:06:21+00:00,Kenya shares a long standing relationship with the UK including them being our strongest trade and development part ,116,4,family,positive
williamsruto,1509909864981671937,2022-04-01 15:05:39+00:00,"Engaged Lamu County women leaders and addressed wananchi at the Muungano Grounds, Mpeketoni. ",93,8,,neutral
railaodinga,913016783463944193,2017-09-27 12:25:38+00:00,Press Conference ,17,14,,neutral
railaodinga,1499769531765567496,2022-03-04 15:31:35+00:00,"The Mulembe Nation is coming together under Azimio. Our people know where we've come from, where we currently are a ",116,17,family,positive
railaodinga,1189033819476766725,2019-10-29 04:18:48+00:00,"Our children are our greatest resource, our greatest asset and the hope for our collective future as a nation. I wi ",116,17,family,positive
williamsruto,1427577408492822552,2021-08-17 10:25:51+00:00,"We must refuse to retreat to ethnic political alliances that will hurt our unity and development agenda. Rather, we ",116,17,politics,neutral
williamsruto,1406273559366938631,2021-06-19 15:31:58+00:00,"Appreciated greetings from wananchi at Makutano town, West Pokot County. ",73,2,,positive
williamsruto,1508456058649554958,2022-03-28 14:48:44+00:00,A majority of women and youth in Kwale County struggle to make ends meet. The Kenya Kwanza administration will empo ,116,6,insecurity,neutral
railaodinga,836183482023960576,2017-02-27 11:57:32+00:00,ONGOING With in Meru Township tackling our NASA seven point agenda focusing on strengthening devolution ,104,1,space,neutral
williamsruto,1457352149852172296,2021-11-07 14:20:03+00:00,"Engaged wananchi in Naivasha Town and Kinungi, Nakuru County, in the company of more than 15 MPs after church servi ",116,8,,neutral
railaodinga,1025624417366364165,2018-08-04 06:08:10+00:00,"I have learnt of the passing of Hon. Henry Obwocha. My very sincere and heartfelt condolences go out to his family, ",116,12,family,neutral
williamsruto,1442109537729716226,2021-09-26 12:51:21+00:00, ,1,0,,neutral
railaodinga,966013825555292162,2018-02-20 18:16:58+00:00,May his soul forever rest in peace. Fare thee well great hero of Africa ,72,10,,positive
williamsruto,1491035036036263936,2022-02-08 13:03:49+00:00,"Kenyans will decide and determine their destiny. Residents of Likuyani, Lumakanda, Shinyalu, Khwisero and Sabatia, ",115,10,,neutral
williamsruto,1508786453492510725,2022-03-29 12:41:37+00:00,That is why Kenya Kwanza is keen on investing in provision of clean drinking water and irrigation in Kitui and othe ,116,17,family,positive
williamsruto,1444322453447192586,2021-10-02 15:24:41+00:00,"Others were korir, , Lizah Chelule, , Joyce Korir, Mathias Robi and Samuel Gachob ",82,9,family,neutral
williamsruto,1493844896742006788,2022-02-16 07:09:12+00:00,"Our love to the family and the people of Mt Elgon during this painful time. Rest In Peace, Mheshimiwa Serut.",108,5,love,positive
railaodinga,1433791214604767261,2021-09-03 13:57:18+00:00,Spent part of the afternoon with Governors from Western Kenya discussing how to build a strong partnership for the ,115,4,,neutral
railaodinga,1531869045603147781,2022-06-01 05:23:35+00:00,"I celebrate those who remain committed to guaranteeing the liberty of thought, belief, expression, government and w ",116,4,,positive
williamsruto,1453749906187882504,2021-10-28 15:46:01+00:00,"Anchored on its revolutionary economic approach of the Bottom Up, the deliberate intervention will stimulate the gr ",116,1,,positive
williamsruto,1395362929554378755,2021-05-20 12:57:01+00:00,"Our agenda will be creation of wealth, jobs and opportunities as well as supporting enterprises and decriminalising ",116,1,,positive
railaodinga,883669203189985280,2017-07-08 12:48:50+00:00,Kwale is change county. Our rally in Kinango re confirms Kenyans can't wait for Nane Nane. It was loud and clear. C ,116,16,,positive
williamsruto,1528330367677128706,2022-05-22 11:02:09+00:00," Commit your work to the Lord, and your plans will be established. Proverbs 16 3 ",81,2,,neutral
railaodinga,1459147414821117963,2021-11-12 13:13:47+00:00,"Wote town, Makueni County. Asante Tunasonga mbele pamoja. Inawezekana ",70,11,,neutral
williamsruto,1496149393275338757,2022-02-22 15:46:27+00:00,"They were led Senator Steve Lelegwe, former Samburu West MP Lati Lelelit who is contesting for Governorship, former ",116,5,politics,neutral
williamsruto,1473618418616123392,2021-12-22 11:36:24+00:00,"Officially opened the Garissa County UDA offices and addressed wananchi at Garissa Town, Garissa Township Constitue ",116,2,,neutral
williamsruto,1504855466475720718,2022-03-18 16:21:16+00:00,"Party leaders ANC , Ford Kenya , Moses Kuria Chama Cha Kazi a host of MPs, MCAs, a ",83,3,politics,neutral
williamsruto,1543182268625309696,2022-07-02 10:38:18+00:00,"Colleagues , , , Muthomi Njuki, George Murugara, , among other l ",65,4,,neutral
williamsruto,1443188443794788355,2021-09-29 12:18:32+00:00,"Celebrating the life of Mzee Richard Kaguchia Gichoni, father to Nyeri Speaker John Kaguchia at Kiuu, Mukurweini, N ",116,9,family,positive
williamsruto,1539289327150280704,2022-06-21 16:49:08+00:00,"In Mulango Kubwa, Mathare, Kwa Maiko, Korogocho, Kariobangi, Baba Dogo and Ruaraka, Nairobi County with ",104,11,,neutral
railaodinga,1510134077902721024,2022-04-02 05:56:35+00:00,Ramadhan Mubarak and Saum Maqbul to all our Muslim Brothers and Sisters. ,73,4,family,neutral
railaodinga,1493482554833440768,2022-02-15 07:09:23+00:00,RT Baba the artist BabaTheArtist,32,9,family,neutral
railaodinga,861475343827382272,2017-05-08 06:58:22+00:00,"After a long journey to Israel, i awoke to news that the Chibok girls of Nigeria have finally been brought back home. Praise the Lord ",134,10,,positive
williamsruto,1513203828371378180,2022-04-10 17:14:41+00:00,"Together with Party Leaders ANC , Democratic Party , Tujibebe Party ",68,3,politics,neutral
williamsruto,1522607916339109888,2022-05-06 16:03:10+00:00,"Also in our company were Catherine Wambilianga Bungoma , Majimbo Kalasinga Kabuchai , Fred Kapondi Mt Elgon , ",110,8,,neutral
williamsruto,1446859011396194306,2021-10-09 15:24:04+00:00,"We should not take our country back to the politics of tribe, division and hate. Let us unite under a national part ",116,17,politics,neutral
railaodinga,1222120577743446016,2020-01-28 11:33:46+00:00,Received a delegation from Kajiado and Narok Counties led by Governor at Capitol Hill Square. We held dis ,106,12,,neutral
railaodinga,1413860562644062208,2021-07-10 14:00:01+00:00,Nations that have successfully fought CORRUPTION first regarded it as a CANCER to be ERADICATED as soon as DETECTED ,116,0,,neutral
railaodinga,839511871761887236,2017-03-08 16:23:22+00:00,RT InternationalWomensDay HappyInternationalWomensDay ,54,9,,positive
railaodinga,1154708356973678592,2019-07-26 11:01:40+00:00,"As we invest in the infrastructure of transport, we also have to invest in peace, security and political stability ",115,17,insecurity,neutral
